id,dt,productid,optionid,defaultchoiceid,created,updated
19142,2003-03-26 11:53:59-08,19133,10,1046,2003-03-26 11:53:59-08,2003-03-26 11:53:59-08
19145,2003-03-26 11:53:59-08,19133,4318,19247,2003-03-26 11:53:59-08,2003-03-26 11:53:59-08
19141,2003-03-26 11:53:59-08,19133,4688,30,2003-03-26 11:53:59-08,2003-03-26 11:53:59-08
34855,2006-01-24 20:00:17-08,34517,9301,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
10588,2001-10-15 19:19:28-07,10587,6564,4077,2001-10-15 19:19:28-07,2001-10-15 19:19:28-07
10591,2001-10-15 19:19:28-07,10587,7,4058,2001-10-15 19:19:28-07,2001-10-15 19:19:28-07
19377,2003-03-31 16:13:06-08,19376,18048,18049,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19378,2003-03-31 16:13:06-08,19376,16853,30,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19380,2003-03-31 16:13:06-08,19376,17130,30,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19381,2003-03-31 16:13:06-08,19376,7,23,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19382,2003-03-31 16:13:06-08,19376,9,27,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19383,2003-03-31 16:13:06-08,19376,6520,8922,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
46580,2010-05-03 10:01:39.753412-07,46576,9,46550,2010-05-03 10:01:39.753412-07,2010-05-03 10:01:39.753412-07
19386,2003-03-31 16:13:06-08,19376,3,9,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19387,2003-03-31 16:13:06-08,19376,10,30,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19388,2003-03-31 16:13:06-08,19376,5,1027,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19486,2003-03-31 16:13:57-08,19485,18048,18049,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19487,2003-03-31 16:13:57-08,19485,6564,10448,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19488,2003-03-31 16:13:57-08,19485,7,11322,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19489,2003-03-31 16:13:57-08,19485,6520,12316,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19490,2003-03-31 16:13:57-08,19485,5930,30,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19491,2003-03-31 16:13:57-08,19485,11959,9279,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19492,2003-03-31 16:13:57-08,19485,5,1027,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19493,2003-03-31 16:13:57-08,19485,2,11795,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19494,2003-03-31 16:13:57-08,19485,6835,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19495,2003-03-31 16:13:57-08,19485,7649,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19496,2003-03-31 16:13:57-08,19485,6836,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19497,2003-03-31 16:13:57-08,19485,7650,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19498,2003-03-31 16:13:57-08,19485,7651,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19499,2003-03-31 16:13:57-08,19485,7652,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19500,2003-03-31 16:13:57-08,19485,4267,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19501,2003-03-31 16:13:57-08,19485,4285,11077,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19502,2003-03-31 16:13:57-08,19485,8864,30,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19503,2003-03-31 16:13:57-08,19485,10,30,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19504,2003-03-31 16:13:57-08,19485,4318,4663,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19505,2003-03-31 16:13:57-08,19485,6,30,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19506,2003-03-31 16:13:57-08,19485,9,8774,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19507,2003-03-31 16:13:57-08,19485,3,9,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19508,2003-03-31 16:13:57-08,19485,8872,11584,2003-03-31 16:13:57-08,2003-03-31 16:13:57-08
19379,2003-03-31 16:13:06-08,19376,6564,8920,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19389,2003-03-31 16:13:06-08,19376,2,6868,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19384,2003-03-31 16:13:06-08,19376,6,6587,2003-03-31 16:13:06-08,2003-03-31 16:13:06-08
19740,2003-04-15 22:51:28-07,19739,18048,18049,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19743,2003-04-15 22:51:28-07,19739,6520,12316,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19744,2003-04-15 22:51:28-07,19739,5930,30,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19746,2003-04-15 22:51:28-07,19739,5,1027,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19747,2003-04-15 22:51:28-07,19739,2,11795,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19748,2003-04-15 22:51:28-07,19739,6835,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19749,2003-04-15 22:51:28-07,19739,7649,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19750,2003-04-15 22:51:28-07,19739,6836,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19751,2003-04-15 22:51:28-07,19739,7650,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19752,2003-04-15 22:51:28-07,19739,7651,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19753,2003-04-15 22:51:28-07,19739,7652,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19754,2003-04-15 22:51:28-07,19739,4267,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19755,2003-04-15 22:51:28-07,19739,4285,11077,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19756,2003-04-15 22:51:28-07,19739,8864,30,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19757,2003-04-15 22:51:28-07,19739,10,30,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19758,2003-04-15 22:51:28-07,19739,4318,4663,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19760,2003-04-15 22:51:28-07,19739,9,8774,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19762,2003-04-15 22:51:28-07,19739,8872,11584,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19898,2003-04-15 22:53:50-07,19897,18048,18049,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19899,2003-04-15 22:53:50-07,19897,2,6868,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19900,2003-04-15 22:53:50-07,19897,17130,30,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19902,2003-04-15 22:53:50-07,19897,6564,10448,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19903,2003-04-15 22:53:50-07,19897,15765,30,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19904,2003-04-15 22:53:50-07,19897,9,27,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19906,2003-04-15 22:53:50-07,19897,6520,9781,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19907,2003-04-15 22:53:50-07,19897,6,30,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
33531,2006-01-24 20:00:17-08,33526,6564,41855,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
19909,2003-04-15 22:53:50-07,19897,3,9,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19910,2003-04-15 22:53:50-07,19897,10,30,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19901,2003-04-15 22:53:50-07,19897,7,4058,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19905,2003-04-15 22:53:50-07,19897,5,5293,2003-04-15 22:53:50-07,2003-04-15 22:53:50-07
19741,2003-04-15 22:51:28-07,19739,6564,12288,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19761,2003-04-15 22:51:28-07,19739,3,30,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19759,2003-04-15 22:51:28-07,19739,6,22,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19742,2003-04-15 22:51:28-07,19739,7,4058,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
19745,2003-04-15 22:51:28-07,19739,11959,11964,2003-04-15 22:51:28-07,2003-04-15 22:51:28-07
20139,2003-04-20 23:01:24-07,20138,18048,18049,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20144,2003-04-20 23:01:24-07,20138,5930,30,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20147,2003-04-20 23:01:24-07,20138,3,9,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20149,2003-04-20 23:01:24-07,20138,6520,17674,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20151,2003-04-20 23:01:24-07,20138,10,30,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20152,2003-04-20 23:01:24-07,20138,4318,4663,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20153,2003-04-20 23:01:24-07,20138,15765,30,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20272,2003-04-20 23:01:44-07,20271,15765,30,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20274,2003-04-20 23:01:44-07,20271,10,30,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20276,2003-04-20 23:01:44-07,20271,6520,17674,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20278,2003-04-20 23:01:44-07,20271,3,9,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20281,2003-04-20 23:01:44-07,20271,5930,30,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20286,2003-04-20 23:01:44-07,20271,18048,18049,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20405,2003-04-20 23:04:52-07,20404,18048,18049,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20409,2003-04-20 23:04:52-07,20404,4688,30,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20410,2003-04-20 23:04:52-07,20404,5930,30,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20411,2003-04-20 23:04:52-07,20404,7,9190,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20413,2003-04-20 23:04:52-07,20404,3,9,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20414,2003-04-20 23:04:52-07,20404,9,17675,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20415,2003-04-20 23:04:52-07,20404,6520,17674,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20417,2003-04-20 23:04:52-07,20404,10,30,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20418,2003-04-20 23:04:52-07,20404,4318,4663,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20419,2003-04-20 23:04:52-07,20404,15765,30,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20538,2003-04-20 23:05:20-07,20537,18048,18049,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20540,2003-04-20 23:05:20-07,20537,7,11322,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20546,2003-04-20 23:05:20-07,20537,10,30,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20551,2003-04-20 23:05:20-07,20537,6,30,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20651,2003-04-20 23:06:30-07,20650,18048,18049,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20653,2003-04-20 23:06:30-07,20650,7,11322,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20659,2003-04-20 23:06:30-07,20650,10,30,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20664,2003-04-20 23:06:30-07,20650,6,30,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20280,2003-04-20 23:01:44-07,20271,7,11322,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20548,2003-04-20 23:05:20-07,20537,9,12818,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20148,2003-04-20 23:01:24-07,20138,9,8774,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20140,2003-04-20 23:01:24-07,20138,6564,17957,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20141,2003-04-20 23:01:24-07,20138,4267,4684,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20142,2003-04-20 23:01:24-07,20138,4285,4684,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20143,2003-04-20 23:01:24-07,20138,6835,4684,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20150,2003-04-20 23:01:24-07,20138,5,16537,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20146,2003-04-20 23:01:24-07,20138,5929,6586,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
20279,2003-04-20 23:01:44-07,20271,5929,6586,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20277,2003-04-20 23:01:44-07,20271,9,17675,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20282,2003-04-20 23:01:44-07,20271,4688,30,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20284,2003-04-20 23:01:44-07,20271,4686,4683,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20283,2003-04-20 23:01:44-07,20271,4687,4683,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20407,2003-04-20 23:04:52-07,20404,4686,4684,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20408,2003-04-20 23:04:52-07,20404,4687,4684,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20412,2003-04-20 23:04:52-07,20404,5929,6586,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20661,2003-04-20 23:06:30-07,20650,9,12818,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20655,2003-04-20 23:06:30-07,20650,5,13435,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20654,2003-04-20 23:06:30-07,20650,6520,16531,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20652,2003-04-20 23:06:30-07,20650,4686,4682,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20660,2003-04-20 23:06:30-07,20650,4687,4682,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
43936,2009-10-21 14:46:42.051265-07,43933,28983,29002,2009-10-21 14:46:42.051265-07,2009-10-21 14:46:42.051265-07
20663,2003-04-20 23:06:30-07,20650,3,9,2003-04-20 23:06:30-07,2003-04-20 23:06:30-07
20541,2003-04-20 23:05:20-07,20537,6520,16531,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20542,2003-04-20 23:05:20-07,20537,5,13435,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20547,2003-04-20 23:05:20-07,20537,4687,4682,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20539,2003-04-20 23:05:20-07,20537,4686,4682,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
43937,2009-10-21 14:46:42.051265-07,43933,28982,29002,2009-10-21 14:46:42.051265-07,2009-10-21 14:46:42.051265-07
20550,2003-04-20 23:05:20-07,20537,3,9,2003-04-20 23:05:20-07,2003-04-20 23:05:20-07
20285,2003-04-20 23:01:44-07,20271,6564,17960,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
20406,2003-04-20 23:04:52-07,20404,6564,17961,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20416,2003-04-20 23:04:52-07,20404,5,17771,2003-04-20 23:04:52-07,2003-04-20 23:04:52-07
20275,2003-04-20 23:01:44-07,20271,5,17771,2003-04-20 23:01:44-07,2003-04-20 23:01:44-07
19020,2003-03-26 11:26:04-08,19019,18048,18052,2003-03-26 11:26:04-08,2003-03-26 11:26:04-08
19024,2003-03-26 11:26:04-08,19019,6564,12287,2003-03-26 11:26:04-08,2003-03-26 11:26:04-08
19027,2003-03-26 11:26:04-08,19019,5,5293,2003-03-26 11:26:04-08,2003-03-26 11:26:04-08
19025,2003-03-26 11:26:04-08,19019,15765,15756,2003-03-26 11:26:04-08,2003-03-26 11:26:04-08
20855,2003-04-22 14:26:32-07,20854,18048,18049,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
20856,2003-04-22 14:26:32-07,20854,16853,30,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
38956,2006-01-24 20:00:17-08,24408,19011,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
20860,2003-04-22 14:26:32-07,20854,15765,30,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
36370,2006-01-24 20:00:17-08,36364,4318,38752,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
20866,2003-04-22 14:26:32-07,20854,10,30,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
20865,2003-04-22 14:26:32-07,20854,4318,4663,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
20975,2003-04-22 23:23:51-07,20974,18048,18049,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
20977,2003-04-22 23:23:51-07,20974,2,6,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
20981,2003-04-22 23:23:51-07,20974,3,9,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
20982,2003-04-22 23:23:51-07,20974,9,11062,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
20983,2003-04-22 23:23:51-07,20974,5,18,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
20984,2003-04-22 23:23:51-07,20974,6,30,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
43938,2009-10-21 14:46:42.051265-07,43933,18048,18049,2009-10-21 14:46:42.051265-07,2009-10-21 14:46:42.051265-07
20986,2003-04-22 23:23:51-07,20974,10,30,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
21084,2003-04-22 23:24:12-07,21083,18048,18049,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21086,2003-04-22 23:24:12-07,21083,2,6,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21092,2003-04-22 23:24:12-07,21083,5,18,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21095,2003-04-22 23:24:12-07,21083,10,30,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21087,2003-04-22 23:24:12-07,21083,6564,13468,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21091,2003-04-22 23:24:12-07,21083,9,21212,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
20978,2003-04-22 23:23:51-07,20974,6564,13468,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
21090,2003-04-22 23:24:12-07,21083,18820,5676,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21094,2003-04-22 23:24:12-07,21083,4318,4663,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
20979,2003-04-22 23:23:51-07,20974,7,4058,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
21088,2003-04-22 23:24:12-07,21083,7,4058,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21093,2003-04-22 23:24:12-07,21083,5929,30,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
21089,2003-04-22 23:24:12-07,21083,15765,15761,2003-04-22 23:24:12-07,2003-04-22 23:24:12-07
20980,2003-04-22 23:23:51-07,20974,15765,15761,2003-04-22 23:23:51-07,2003-04-22 23:23:51-07
20864,2003-04-22 14:26:32-07,20854,6,30,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
20863,2003-04-22 14:26:32-07,20854,5,32382,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
35158,2006-01-24 20:00:17-08,35034,18048,18049,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
21241,2003-04-29 16:28:34-07,21240,18048,18049,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21242,2003-04-29 16:28:34-07,21240,16853,30,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21251,2003-04-29 16:28:34-07,21240,10,30,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21252,2003-04-29 16:28:34-07,21240,3,9,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
7118,2001-08-01 17:15:38-07,7115,4,19663,2001-08-01 17:15:38-07,2001-08-01 17:15:38-07
21254,2003-04-29 16:28:34-07,21240,6,30,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21255,2003-04-29 16:28:34-07,21240,6520,8922,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21243,2003-04-29 16:28:34-07,21240,6564,8920,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21246,2003-04-29 16:28:34-07,21240,7,9190,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21247,2003-04-29 16:28:34-07,21240,9,21372,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21245,2003-04-29 16:28:34-07,21240,6730,30,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21244,2003-04-29 16:28:34-07,21240,2,7,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21250,2003-04-29 16:28:34-07,21240,5,5292,2003-04-29 16:28:34-07,2003-04-29 16:28:34-07
21389,2003-04-30 23:07:35-07,21388,18048,18049,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21391,2003-04-30 23:07:35-07,21388,4688,30,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21392,2003-04-30 23:07:35-07,21388,5097,30,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21396,2003-04-30 23:07:35-07,21388,15765,30,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21401,2003-04-30 23:07:35-07,21388,10,30,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21403,2003-04-30 23:07:35-07,21388,5,11624,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21400,2003-04-30 23:07:35-07,21388,9,4892,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
8698,2001-08-30 14:17:56-07,8691,4,19663,2001-08-30 14:17:56-07,2001-08-30 14:17:56-07
21398,2003-04-30 23:07:35-07,21388,3,9,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
20656,2011-07-06 16:14:03.972601-07,20650,6564,30,2011-07-06 16:14:03.972601-07,2011-07-06 16:14:03.972601-07
20543,2011-07-06 16:14:03.984073-07,20537,6564,30,2011-07-06 16:14:03.984073-07,2011-07-06 16:14:03.984073-07
21394,2003-04-30 23:07:35-07,21388,7,9190,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21402,2003-04-30 23:07:35-07,21388,6564,16384,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21395,2003-04-30 23:07:35-07,21388,6520,16531,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
2990,2010-03-25 15:34:54.793903-07,1231,2,32411,2010-03-25 15:34:54.793903-07,2010-03-25 15:34:54.793903-07
21393,2003-04-30 23:07:35-07,21388,4687,4681,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
21390,2003-04-30 23:07:35-07,21388,4686,4681,2003-04-30 23:07:35-07,2003-04-30 23:07:35-07
18870,2003-03-24 16:47:41-08,18859,9,21542,2003-03-24 16:47:41-08,2003-03-24 16:47:41-08
18871,2003-03-24 16:47:41-08,18859,4,30,2003-03-24 16:47:41-08,2003-03-24 16:47:41-08
18862,2003-03-24 16:47:41-08,18859,7,14513,2003-03-24 16:47:41-08,2003-03-24 16:47:41-08
21550,2003-05-06 15:52:30-07,21545,3,30,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21553,2003-05-06 15:52:30-07,21545,15765,30,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21555,2003-05-06 15:52:30-07,21545,10,30,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21557,2003-05-06 15:52:30-07,21545,18048,18049,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21548,2003-05-06 15:52:30-07,21545,9,6123,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21551,2003-05-06 15:52:30-07,21545,6564,16385,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21549,2003-05-06 15:52:30-07,21545,6520,16531,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21546,2003-05-06 15:52:30-07,21545,7,23,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21552,2003-05-06 15:52:30-07,21545,5,11624,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
21556,2003-05-06 15:52:30-07,21545,4686,21687,2003-05-06 15:52:30-07,2003-05-06 15:52:30-07
33931,2010-03-25 14:45:29.229441-07,33913,32416,32411,2010-03-25 14:45:29.229441-07,2010-03-25 14:45:29.229441-07
22424,2003-06-23 01:16:01-07,22409,2,32407,2003-06-23 01:16:01-07,2003-06-23 01:16:01-07
32508,2006-01-24 20:00:17-08,32486,9,34717,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
20145,2003-04-20 23:01:24-07,20138,7,11322,2003-04-20 23:01:24-07,2003-04-20 23:01:24-07
32552,2006-01-24 20:00:17-08,32486,16853,18007,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
22417,2003-06-23 01:16:01-07,22409,4,19663,2003-06-23 01:16:01-07,2003-06-23 01:16:01-07
16241,2002-10-03 11:42:02-07,16227,6520,16530,2002-10-03 11:42:02-07,2002-10-03 11:42:02-07
16393,2002-10-03 11:55:00-07,16387,6520,16531,2002-10-03 11:55:00-07,2002-10-03 11:55:00-07
12358,2002-01-27 20:44:45-08,12355,6564,4077,2002-01-27 20:44:45-08,2002-01-27 20:44:45-08
22156,2003-06-17 00:57:24-07,22155,4664,4667,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
22157,2003-06-17 00:57:24-07,22155,15765,30,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
8350,2001-08-28 20:13:51-07,8346,4,19663,2001-08-28 20:13:51-07,2001-08-28 20:13:51-07
22164,2003-06-17 00:57:24-07,22155,3,9,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
22162,2003-06-17 00:57:24-07,22155,2,7,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
22166,2003-06-17 00:57:24-07,22155,9,11156,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
22159,2003-06-17 00:57:24-07,22155,5,18,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
22161,2003-06-17 00:57:24-07,22155,7,14513,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
22165,2003-06-17 00:57:24-07,22155,1,9899,2003-06-17 00:57:24-07,2003-06-17 00:57:24-07
15810,2002-09-04 23:04:40-07,15808,7,9190,2002-09-04 23:04:40-07,2002-09-04 23:04:40-07
11653,2001-12-19 17:33:23-08,11632,7,9190,2001-12-19 17:33:23-08,2001-12-19 17:33:23-08
22210,2003-06-22 23:46:34-07,22204,3,9,2003-06-22 23:46:34-07,2003-06-22 23:46:34-07
9391,2001-09-21 15:49:37-07,9383,4,19663,2001-09-21 15:49:37-07,2001-09-21 15:49:37-07
22213,2003-06-22 23:46:34-07,22204,15765,30,2003-06-22 23:46:34-07,2003-06-22 23:46:34-07
22214,2003-06-22 23:46:34-07,22204,4664,4667,2003-06-22 23:46:34-07,2003-06-22 23:46:34-07
22208,2003-06-22 23:46:34-07,22204,9,9535,2003-06-22 23:46:34-07,2003-06-22 23:46:34-07
