id,dt,pricedelta,productoptionid,choiceid,current,created,updated
23714,2003-07-20 23:45:57-07,15,23641,1026,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23715,2003-07-20 23:45:57-07,40,23641,1046,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23716,2003-07-20 23:45:57-07,25,23641,31,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23717,2003-07-20 23:45:57-07,0,23641,30,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23718,2003-07-20 23:45:57-07,0,23630,30,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23719,2003-07-20 23:45:57-07,0,23630,21723,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23720,2003-07-20 23:45:57-07,0,23630,32,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23721,2003-07-20 23:45:57-07,0,23630,21722,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23722,2003-07-20 23:45:57-07,0,23630,1023,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23723,2003-07-20 23:45:57-07,0,23635,17989,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
36870,2008-01-18 10:38:50-08,0,36788,35222,,2008-01-18 10:38:50-08,2008-01-18 10:38:50-08
23730,2003-07-20 23:45:57-07,0,23634,16019,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23543,2003-07-10 02:43:49-07,450,23472,18051,,2003-07-10 02:43:49-07,2003-07-10 02:43:49-07
23544,2003-07-10 02:43:49-07,750,23472,18052,,2003-07-10 02:43:49-07,2003-07-10 02:43:49-07
23731,2003-07-20 23:45:57-07,0,23637,30,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23732,2003-07-20 23:45:57-07,0,23637,15,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
35416,2006-01-24 20:00:17-08,0,35399,35408,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
33264,2006-12-08 12:38:50-08,0,24534,33170,,2006-12-08 12:38:50-08,2006-12-08 12:38:50-08
23739,2003-07-20 23:45:57-07,0,23637,7344,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23740,2003-07-20 23:45:57-07,0,23637,7345,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23741,2003-07-20 23:45:57-07,0,23642,9880,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23743,2003-07-20 23:45:57-07,0,23642,12817,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23744,2003-07-20 23:45:57-07,0,23642,13498,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23745,2003-07-20 23:45:57-07,0,23642,13499,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23746,2003-07-20 23:45:57-07,0,23642,14673,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23748,2003-07-20 23:45:57-07,0,23632,30,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23749,2003-07-20 23:45:57-07,750,23631,18052,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23750,2003-07-20 23:45:57-07,450,23631,18051,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
23751,2003-07-20 23:45:57-07,0,23631,18049,,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
24705,2003-09-06 08:54:02-07,0,3590,33019,,2003-09-06 08:54:02-07,2003-09-06 08:54:02-07
26412,2004-01-31 02:20:14-08,0,3590,33409,,2004-01-31 02:20:14-08,2004-01-31 02:20:14-08
26470,2004-01-31 03:29:12-08,0,3590,27252,,2004-01-31 03:29:12-08,2004-01-31 03:29:12-08
32224,2006-01-24 20:00:17-08,0,3590,29829,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
11785,2001-12-20 09:23:36-08,0,11636,23438,,2001-12-20 09:23:36-08,2001-12-20 09:23:36-08
11704,2001-12-19 17:33:23-08,,11636,23759,,2001-12-19 17:33:23-08,2001-12-19 17:33:23-08
11706,2001-12-19 17:33:23-08,,11636,23437,,2001-12-19 17:33:23-08,2001-12-19 17:33:23-08
23128,2003-07-02 15:12:16-07,,23026,23438,,2003-07-02 15:12:16-07,2003-07-02 15:12:16-07
23125,2003-07-02 15:12:16-07,0,23026,23437,,2003-07-02 15:12:16-07,2003-07-02 15:12:16-07
23126,2003-07-02 15:12:16-07,0,23026,23440,,2003-07-02 15:12:16-07,2003-07-02 15:12:16-07
22968,2003-07-02 15:11:42-07,,22866,23438,,2003-07-02 15:11:42-07,2003-07-02 15:11:42-07
22966,2003-07-02 15:11:42-07,0,22866,23759,,2003-07-02 15:11:42-07,2003-07-02 15:11:42-07
23796,2003-07-26 12:44:34-07,0,23795,11077,,2003-07-26 12:44:34-07,2003-07-26 12:44:34-07
23797,2003-07-26 12:44:35-07,0,23795,16875,,2003-07-26 12:44:35-07,2003-07-26 12:44:35-07
23799,2003-07-26 12:44:37-07,0,23795,15545,,2003-07-26 12:44:37-07,2003-07-26 12:44:37-07
23800,2003-07-26 12:44:39-07,0,23795,6,,2003-07-26 12:44:39-07,2003-07-26 12:44:39-07
23801,2003-07-26 12:44:40-07,0,23795,6868,,2003-07-26 12:44:40-07,2003-07-26 12:44:40-07
23802,2003-07-26 12:44:41-07,0,23795,30,,2003-07-26 12:44:41-07,2003-07-26 12:44:41-07
23892,2003-08-09 00:20:59-07,0,23834,34644,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
33659,2007-01-03 18:38:26-08,0,33658,30,,2007-01-03 18:38:26-08,2007-01-03 18:38:26-08
33661,2007-01-03 18:38:47-08,0,33660,30,,2007-01-03 18:38:47-08,2007-01-03 18:38:47-08
33662,2007-01-03 18:38:59-08,0,33660,9,,2007-01-03 18:38:59-08,2007-01-03 18:38:59-08
33663,2007-01-03 18:39:31-08,0,33658,9,,2007-01-03 18:39:31-08,2007-01-03 18:39:31-08
23851,2003-08-09 00:20:59-07,0,23832,21717,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23852,2003-08-09 00:20:59-07,0,23832,30,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23853,2003-08-09 00:20:59-07,0,23832,19,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23854,2003-08-09 00:20:59-07,0,23832,20,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23855,2003-08-09 00:20:59-07,0,23832,22,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23857,2003-08-09 00:20:59-07,0,23832,6587,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23111,2003-07-02 15:12:16-07,0,23020,31295,,2003-07-02 15:12:16-07,2003-07-02 15:12:16-07
23859,2003-08-09 00:20:59-07,0,23832,12149,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23860,2003-08-09 00:20:59-07,0,23832,25,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23862,2003-08-09 00:20:59-07,0,23832,11291,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
27620,2004-06-29 15:47:37.197544-07,,27519,7963,,2004-06-29 15:47:37.197544-07,2004-06-29 15:47:37.197544-07
31835,2006-01-24 20:00:17-08,0,12624,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
23868,2003-08-09 00:20:59-07,0,23838,4469,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23869,2003-08-09 00:20:59-07,0,23838,8259,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23870,2003-08-09 00:20:59-07,0,23838,8261,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23871,2003-08-09 00:20:59-07,0,23838,23,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23872,2003-08-09 00:20:59-07,0,23838,12160,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23873,2003-08-09 00:20:59-07,0,23838,12161,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
31836,2006-01-24 20:00:17-08,0,11989,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
23876,2003-08-09 00:20:59-07,0,23838,14513,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23877,2003-08-09 00:20:59-07,0,23838,8260,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23878,2003-08-09 00:20:59-07,0,23838,9190,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
31837,2006-01-24 20:00:17-08,0,22333,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
31838,2006-01-24 20:00:17-08,0,22333,12161,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
23884,2003-08-09 00:20:59-07,0,23833,20962,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23893,2003-08-09 00:20:59-07,0,23831,41839,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23889,2003-08-09 00:20:59-07,0,23834,30,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23890,2003-08-09 00:20:59-07,0,23834,4663,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23891,2003-08-09 00:20:59-07,0,23834,19247,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
35417,2006-01-24 20:00:17-08,0,12988,34806,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
23903,2003-08-09 00:20:59-07,0,23837,30,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23904,2003-08-09 00:20:59-07,0,23837,15761,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23905,2003-08-09 00:20:59-07,0,23837,15762,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23906,2003-08-09 00:20:59-07,0,23837,15756,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23909,2003-08-09 00:20:59-07,0,23841,18049,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
23910,2003-08-09 00:20:59-07,150,23841,18051,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
28149,2004-07-19 23:53:07.343283-07,,28111,6587,,2004-07-19 23:53:07.343283-07,2004-07-19 23:53:07.343283-07
23911,2003-08-09 00:20:59-07,250,23841,18052,,2003-08-09 00:20:59-07,2003-08-09 00:20:59-07
17995,2003-03-05 21:05:38-08,0,17990,18001,,2003-03-05 21:05:38-08,2003-03-05 21:05:38-08
23113,2003-07-02 15:12:16-07,0,23020,23193,,2003-07-02 15:12:16-07,2003-07-02 15:12:16-07
31839,2006-01-24 20:00:17-08,0,3219,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
31840,2006-01-24 20:00:17-08,0,3149,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
39178,2008-07-28 12:27:11.953064-07,0,1263,12332,,2008-07-28 12:27:11.953064-07,2008-07-28 12:27:11.953064-07
23946,2003-08-16 02:57:48-07,0,9631,4684,,2003-08-16 02:57:48-07,2003-08-16 02:57:48-07
23947,2003-08-16 02:58:01-07,0,9631,4681,,2003-08-16 02:58:01-07,2003-08-16 02:58:01-07
23948,2003-08-16 02:58:34-07,0,9635,4681,,2003-08-16 02:58:34-07,2003-08-16 02:58:34-07
23949,2003-08-16 02:58:45-07,0,9636,4681,,2003-08-16 02:58:45-07,2003-08-16 02:58:45-07
23950,2003-08-16 02:59:17-07,0,9637,4681,,2003-08-16 02:59:17-07,2003-08-16 02:59:17-07
23951,2003-08-16 02:59:40-07,0,9803,4681,,2003-08-16 02:59:40-07,2003-08-16 02:59:40-07
23952,2003-08-16 02:59:59-07,0,11383,4681,,2003-08-16 02:59:59-07,2003-08-16 02:59:59-07
23953,2003-08-16 03:00:09-07,0,11397,4681,,2003-08-16 03:00:09-07,2003-08-16 03:00:09-07
23954,2003-08-16 03:00:53-07,0,9795,4681,,2003-08-16 03:00:53-07,2003-08-16 03:00:53-07
23955,2003-08-16 03:02:20-07,0,17585,4681,,2003-08-16 03:02:20-07,2003-08-16 03:02:20-07
23956,2003-08-16 03:02:31-07,0,17583,4681,,2003-08-16 03:02:31-07,2003-08-16 03:02:31-07
23957,2003-08-16 03:02:37-07,0,17577,4681,,2003-08-16 03:02:37-07,2003-08-16 03:02:37-07
23958,2003-08-16 03:03:06-07,0,12638,4681,,2003-08-16 03:03:06-07,2003-08-16 03:03:06-07
23959,2003-08-16 03:03:12-07,0,12637,4681,,2003-08-16 03:03:12-07,2003-08-16 03:03:12-07
23960,2003-08-16 03:03:15-07,0,12630,4681,,2003-08-16 03:03:15-07,2003-08-16 03:03:15-07
23961,2003-08-16 03:03:22-07,0,12626,4681,,2003-08-16 03:03:22-07,2003-08-16 03:03:22-07
23962,2003-08-16 03:03:35-07,0,16397,4681,,2003-08-16 03:03:35-07,2003-08-16 03:03:35-07
23963,2003-08-16 03:03:39-07,0,16391,4681,,2003-08-16 03:03:39-07,2003-08-16 03:03:39-07
23964,2003-08-16 03:03:42-07,0,16392,4681,,2003-08-16 03:03:42-07,2003-08-16 03:03:42-07
23965,2003-08-16 03:03:46-07,0,16389,4681,,2003-08-16 03:03:46-07,2003-08-16 03:03:46-07
31841,2006-01-24 20:00:17-08,0,9539,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
31842,2006-01-24 20:00:17-08,0,16043,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
31843,2006-01-24 20:00:17-08,0,3583,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
31844,2006-01-24 20:00:17-08,0,14370,31809,,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
23999,2003-08-28 01:26:58-07,0,23998,15761,,2003-08-28 01:26:58-07,2003-08-28 01:26:58-07
24000,2003-08-28 01:27:00-07,0,23998,30,,2003-08-28 01:27:00-07,2003-08-28 01:27:00-07
24001,2003-08-28 01:27:02-07,0,23998,15756,,2003-08-28 01:27:02-07,2003-08-28 01:27:02-07
24002,2003-08-28 01:27:20-07,0,23998,15764,,2003-08-28 01:27:20-07,2003-08-28 01:27:20-07
24003,2003-08-28 01:27:22-07,0,23998,15763,,2003-08-28 01:27:22-07,2003-08-28 01:27:22-07
24004,2003-08-28 01:27:23-07,0,23998,15758,,2003-08-28 01:27:23-07,2003-08-28 01:27:23-07
24005,2003-08-28 01:27:24-07,0,23998,15759,,2003-08-28 01:27:24-07,2003-08-28 01:27:24-07
24007,2003-08-28 01:28:00-07,0,24006,30,,2003-08-28 01:28:00-07,2003-08-28 01:28:00-07
24008,2003-08-28 01:28:23-07,0,24006,15764,,2003-08-28 01:28:23-07,2003-08-28 01:28:23-07
24009,2003-08-28 01:28:24-07,0,24006,15763,,2003-08-28 01:28:24-07,2003-08-28 01:28:24-07
24010,2003-08-28 01:28:26-07,0,24006,15758,,2003-08-28 01:28:26-07,2003-08-28 01:28:26-07
24011,2003-08-28 01:28:27-07,0,24006,15759,,2003-08-28 01:28:27-07,2003-08-28 01:28:27-07
24013,2003-08-28 01:29:09-07,0,24012,15764,,2003-08-28 01:29:09-07,2003-08-28 01:29:09-07
24014,2003-08-28 01:29:10-07,0,24012,15763,,2003-08-28 01:29:10-07,2003-08-28 01:29:10-07
24015,2003-08-28 01:29:11-07,0,24012,15758,,2003-08-28 01:29:11-07,2003-08-28 01:29:11-07
24016,2003-08-28 01:29:12-07,0,24012,15759,,2003-08-28 01:29:12-07,2003-08-28 01:29:12-07
24017,2003-08-28 01:29:13-07,0,24012,30,,2003-08-28 01:29:13-07,2003-08-28 01:29:13-07
24019,2003-08-28 01:29:55-07,0,24018,15764,,2003-08-28 01:29:55-07,2003-08-28 01:29:55-07
24020,2003-08-28 01:29:57-07,0,24018,15763,,2003-08-28 01:29:57-07,2003-08-28 01:29:57-07
24021,2003-08-28 01:29:58-07,0,24018,15758,,2003-08-28 01:29:58-07,2003-08-28 01:29:58-07
24022,2003-08-28 01:29:59-07,0,24018,15759,,2003-08-28 01:29:59-07,2003-08-28 01:29:59-07
24023,2003-08-28 01:30:00-07,0,24018,30,,2003-08-28 01:30:00-07,2003-08-28 01:30:00-07
24025,2003-08-28 01:30:47-07,0,24024,15764,,2003-08-28 01:30:47-07,2003-08-28 01:30:47-07
24026,2003-08-28 01:30:48-07,0,24024,15763,,2003-08-28 01:30:48-07,2003-08-28 01:30:48-07
24027,2003-08-28 01:30:49-07,0,24024,15758,,2003-08-28 01:30:49-07,2003-08-28 01:30:49-07
24028,2003-08-28 01:30:50-07,0,24024,15759,,2003-08-28 01:30:50-07,2003-08-28 01:30:50-07
24029,2003-08-28 01:30:52-07,0,24024,30,,2003-08-28 01:30:52-07,2003-08-28 01:30:52-07
24031,2003-08-28 01:31:47-07,0,24030,15764,,2003-08-28 01:31:47-07,2003-08-28 01:31:47-07
24032,2003-08-28 01:31:48-07,0,24030,15763,,2003-08-28 01:31:48-07,2003-08-28 01:31:48-07
24033,2003-08-28 01:31:49-07,0,24030,15758,,2003-08-28 01:31:49-07,2003-08-28 01:31:49-07
24034,2003-08-28 01:31:50-07,0,24030,15759,,2003-08-28 01:31:50-07,2003-08-28 01:31:50-07
24035,2003-08-28 01:31:51-07,0,24030,30,,2003-08-28 01:31:51-07,2003-08-28 01:31:51-07
24037,2003-08-28 01:32:17-07,0,24036,15764,,2003-08-28 01:32:17-07,2003-08-28 01:32:17-07
24038,2003-08-28 01:32:19-07,0,24036,15763,,2003-08-28 01:32:19-07,2003-08-28 01:32:19-07
24039,2003-08-28 01:32:20-07,0,24036,15758,,2003-08-28 01:32:20-07,2003-08-28 01:32:20-07
24040,2003-08-28 01:32:21-07,0,24036,15759,,2003-08-28 01:32:21-07,2003-08-28 01:32:21-07
24041,2003-08-28 01:32:22-07,0,24036,30,,2003-08-28 01:32:22-07,2003-08-28 01:32:22-07
24043,2003-08-28 01:33:04-07,0,24042,30,,2003-08-28 01:33:04-07,2003-08-28 01:33:04-07
24044,2003-08-28 01:33:20-07,0,24042,15761,,2003-08-28 01:33:20-07,2003-08-28 01:33:20-07
24045,2003-08-28 01:33:21-07,0,24042,15764,,2003-08-28 01:33:21-07,2003-08-28 01:33:21-07
24046,2003-08-28 01:33:22-07,0,24042,15762,,2003-08-28 01:33:22-07,2003-08-28 01:33:22-07
24047,2003-08-28 01:33:23-07,0,24042,15763,,2003-08-28 01:33:23-07,2003-08-28 01:33:23-07
24048,2003-08-28 01:33:26-07,0,24042,15756,,2003-08-28 01:33:26-07,2003-08-28 01:33:26-07
24049,2003-08-28 01:33:27-07,0,24042,15758,,2003-08-28 01:33:27-07,2003-08-28 01:33:27-07
24050,2003-08-28 01:33:29-07,0,24042,15759,,2003-08-28 01:33:29-07,2003-08-28 01:33:29-07
24052,2003-08-28 01:33:52-07,0,24051,15761,,2003-08-28 01:33:52-07,2003-08-28 01:33:52-07
24053,2003-08-28 01:33:53-07,0,24051,15764,,2003-08-28 01:33:53-07,2003-08-28 01:33:53-07
24054,2003-08-28 01:33:54-07,0,24051,15762,,2003-08-28 01:33:54-07,2003-08-28 01:33:54-07
24055,2003-08-28 01:33:55-07,0,24051,15763,,2003-08-28 01:33:55-07,2003-08-28 01:33:55-07
24057,2003-08-28 01:33:57-07,0,24051,15756,,2003-08-28 01:33:57-07,2003-08-28 01:33:57-07
24058,2003-08-28 01:33:58-07,0,24051,15758,,2003-08-28 01:33:58-07,2003-08-28 01:33:58-07
24059,2003-08-28 01:33:59-07,0,24051,15759,,2003-08-28 01:33:59-07,2003-08-28 01:33:59-07
24060,2003-08-28 01:34:00-07,0,24051,30,,2003-08-28 01:34:00-07,2003-08-28 01:34:00-07
24062,2003-08-28 01:34:48-07,0,24061,30,,2003-08-28 01:34:48-07,2003-08-28 01:34:48-07
24063,2003-08-28 01:34:49-07,0,24061,15759,,2003-08-28 01:34:49-07,2003-08-28 01:34:49-07
24064,2003-08-28 01:34:50-07,0,24061,15758,,2003-08-28 01:34:50-07,2003-08-28 01:34:50-07
24065,2003-08-28 01:34:51-07,0,24061,15756,,2003-08-28 01:34:51-07,2003-08-28 01:34:51-07
24066,2003-08-28 01:34:52-07,0,24061,15763,,2003-08-28 01:34:52-07,2003-08-28 01:34:52-07
24067,2003-08-28 01:34:53-07,0,24061,15762,,2003-08-28 01:34:53-07,2003-08-28 01:34:53-07
24068,2003-08-28 01:34:54-07,0,24061,15764,,2003-08-28 01:34:54-07,2003-08-28 01:34:54-07
24069,2003-08-28 01:34:55-07,0,24061,15761,,2003-08-28 01:34:55-07,2003-08-28 01:34:55-07
24071,2003-08-28 01:35:27-07,0,24070,15761,,2003-08-28 01:35:27-07,2003-08-28 01:35:27-07
24072,2003-08-28 01:35:29-07,0,24070,15764,,2003-08-28 01:35:29-07,2003-08-28 01:35:29-07
24073,2003-08-28 01:35:32-07,0,24070,15762,,2003-08-28 01:35:32-07,2003-08-28 01:35:32-07
24074,2003-08-28 01:35:32-07,0,24070,15763,,2003-08-28 01:35:32-07,2003-08-28 01:35:32-07
24075,2003-08-28 01:35:33-07,0,24070,15756,,2003-08-28 01:35:33-07,2003-08-28 01:35:33-07
24076,2003-08-28 01:35:34-07,0,24070,15758,,2003-08-28 01:35:34-07,2003-08-28 01:35:34-07
24077,2003-08-28 01:35:35-07,0,24070,15759,,2003-08-28 01:35:35-07,2003-08-28 01:35:35-07
24078,2003-08-28 01:35:36-07,0,24070,30,,2003-08-28 01:35:36-07,2003-08-28 01:35:36-07
24080,2003-08-28 01:36:19-07,0,24079,30,,2003-08-28 01:36:19-07,2003-08-28 01:36:19-07
24081,2003-08-28 01:36:29-07,0,24079,15761,,2003-08-28 01:36:29-07,2003-08-28 01:36:29-07
24082,2003-08-28 01:36:30-07,0,24079,15764,,2003-08-28 01:36:30-07,2003-08-28 01:36:30-07
24083,2003-08-28 01:36:31-07,0,24079,15762,,2003-08-28 01:36:31-07,2003-08-28 01:36:31-07
24084,2003-08-28 01:36:32-07,0,24079,15763,,2003-08-28 01:36:32-07,2003-08-28 01:36:32-07
24085,2003-08-28 01:36:33-07,0,24079,15756,,2003-08-28 01:36:33-07,2003-08-28 01:36:33-07
24086,2003-08-28 01:36:34-07,0,24079,15758,,2003-08-28 01:36:34-07,2003-08-28 01:36:34-07
24087,2003-08-28 01:36:35-07,0,24079,15759,,2003-08-28 01:36:35-07,2003-08-28 01:36:35-07
24089,2003-08-28 01:37:15-07,0,24088,15761,,2003-08-28 01:37:15-07,2003-08-28 01:37:15-07
24090,2003-08-28 01:37:16-07,0,24088,15764,,2003-08-28 01:37:16-07,2003-08-28 01:37:16-07
24091,2003-08-28 01:37:17-07,0,24088,15762,,2003-08-28 01:37:17-07,2003-08-28 01:37:17-07
24092,2003-08-28 01:37:18-07,0,24088,15763,,2003-08-28 01:37:18-07,2003-08-28 01:37:18-07
24093,2003-08-28 01:37:19-07,0,24088,15756,,2003-08-28 01:37:19-07,2003-08-28 01:37:19-07
24094,2003-08-28 01:37:21-07,0,24088,15758,,2003-08-28 01:37:21-07,2003-08-28 01:37:21-07
24095,2003-08-28 01:37:21-07,0,24088,15759,,2003-08-28 01:37:21-07,2003-08-28 01:37:21-07
24096,2003-08-28 01:37:22-07,0,24088,30,,2003-08-28 01:37:22-07,2003-08-28 01:37:22-07
24098,2003-08-28 01:39:49-07,0,24097,30,,2003-08-28 01:39:49-07,2003-08-28 01:39:49-07
24099,2003-08-28 01:40:04-07,0,24097,15761,,2003-08-28 01:40:04-07,2003-08-28 01:40:04-07
24100,2003-08-28 01:40:05-07,0,24097,15764,,2003-08-28 01:40:05-07,2003-08-28 01:40:05-07
24101,2003-08-28 01:40:06-07,0,24097,15762,,2003-08-28 01:40:06-07,2003-08-28 01:40:06-07
24102,2003-08-28 01:40:07-07,0,24097,15763,,2003-08-28 01:40:07-07,2003-08-28 01:40:07-07
24103,2003-08-28 01:40:08-07,0,24097,15756,,2003-08-28 01:40:08-07,2003-08-28 01:40:08-07
24104,2003-08-28 01:40:09-07,0,24097,15758,,2003-08-28 01:40:09-07,2003-08-28 01:40:09-07
24105,2003-08-28 01:40:09-07,0,24097,15759,,2003-08-28 01:40:09-07,2003-08-28 01:40:09-07
24107,2003-08-28 01:40:57-07,0,24106,15761,,2003-08-28 01:40:57-07,2003-08-28 01:40:57-07
24108,2003-08-28 01:40:59-07,0,24106,15764,,2003-08-28 01:40:59-07,2003-08-28 01:40:59-07
24109,2003-08-28 01:40:59-07,0,24106,15762,,2003-08-28 01:40:59-07,2003-08-28 01:40:59-07
24110,2003-08-28 01:41:00-07,0,24106,15763,,2003-08-28 01:41:00-07,2003-08-28 01:41:00-07
24111,2003-08-28 01:41:01-07,0,24106,15756,,2003-08-28 01:41:01-07,2003-08-28 01:41:01-07
24112,2003-08-28 01:41:02-07,0,24106,15758,,2003-08-28 01:41:02-07,2003-08-28 01:41:02-07
24113,2003-08-28 01:41:03-07,0,24106,15759,,2003-08-28 01:41:03-07,2003-08-28 01:41:03-07
24114,2003-08-28 01:41:04-07,0,24106,30,,2003-08-28 01:41:04-07,2003-08-28 01:41:04-07
24116,2003-08-28 01:41:34-07,0,24115,15761,,2003-08-28 01:41:34-07,2003-08-28 01:41:34-07
24117,2003-08-28 01:41:34-07,0,24115,15764,,2003-08-28 01:41:34-07,2003-08-28 01:41:34-07
24118,2003-08-28 01:41:35-07,0,24115,15762,,2003-08-28 01:41:35-07,2003-08-28 01:41:35-07
24119,2003-08-28 01:41:36-07,0,24115,15763,,2003-08-28 01:41:36-07,2003-08-28 01:41:36-07
24120,2003-08-28 01:41:37-07,0,24115,15756,,2003-08-28 01:41:37-07,2003-08-28 01:41:37-07
24121,2003-08-28 01:41:38-07,0,24115,15758,,2003-08-28 01:41:38-07,2003-08-28 01:41:38-07
24122,2003-08-28 01:41:39-07,0,24115,15759,,2003-08-28 01:41:39-07,2003-08-28 01:41:39-07
24123,2003-08-28 01:41:40-07,0,24115,30,,2003-08-28 01:41:40-07,2003-08-28 01:41:40-07
24125,2003-08-28 01:42:14-07,0,24124,30,,2003-08-28 01:42:14-07,2003-08-28 01:42:14-07
24126,2003-08-28 01:42:15-07,0,24124,15758,,2003-08-28 01:42:15-07,2003-08-28 01:42:15-07
24127,2003-08-28 01:42:15-07,0,24124,15759,,2003-08-28 01:42:15-07,2003-08-28 01:42:15-07
24128,2003-08-28 01:42:16-07,0,24124,15756,,2003-08-28 01:42:16-07,2003-08-28 01:42:16-07
24129,2003-08-28 01:42:18-07,0,24124,15763,,2003-08-28 01:42:18-07,2003-08-28 01:42:18-07
24130,2003-08-28 01:42:19-07,0,24124,15762,,2003-08-28 01:42:19-07,2003-08-28 01:42:19-07
24131,2003-08-28 01:42:19-07,0,24124,15764,,2003-08-28 01:42:19-07,2003-08-28 01:42:19-07
24132,2003-08-28 01:42:20-07,0,24124,15761,,2003-08-28 01:42:20-07,2003-08-28 01:42:20-07
24134,2003-08-28 01:43:33-07,0,24133,15764,,2003-08-28 01:43:33-07,2003-08-28 01:43:33-07
24135,2003-08-28 01:43:34-07,0,24133,15763,,2003-08-28 01:43:34-07,2003-08-28 01:43:34-07
24136,2003-08-28 01:43:35-07,0,24133,15758,,2003-08-28 01:43:35-07,2003-08-28 01:43:35-07
24137,2003-08-28 01:43:36-07,0,24133,15759,,2003-08-28 01:43:36-07,2003-08-28 01:43:36-07
24138,2003-08-28 01:43:37-07,0,24133,30,,2003-08-28 01:43:37-07,2003-08-28 01:43:37-07
24140,2003-08-28 01:44:07-07,0,24139,15764,,2003-08-28 01:44:07-07,2003-08-28 01:44:07-07
24141,2003-08-28 01:44:08-07,0,24139,15763,,2003-08-28 01:44:08-07,2003-08-28 01:44:08-07
24142,2003-08-28 01:44:09-07,0,24139,15758,,2003-08-28 01:44:09-07,2003-08-28 01:44:09-07
24143,2003-08-28 01:44:10-07,0,24139,15759,,2003-08-28 01:44:10-07,2003-08-28 01:44:10-07
