name,comment,cost,choicecategory,blurb,supplier,price,multiplier,published,sortorder
"Quadro 2000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 2000
Rank: 193
G3DMark: 1,303
G2DMark: 638
Num Samples: 650
Price: $95.00
","95.00","High-end GPUs","Quadro 2000:
G3D Mark score: 1,303
G2D Mark scrore: 638
","","","","True","193"
"Quadro 3000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 3000M
Rank: 194
G3DMark: 1,297
G2DMark: 577
Num Samples: 190
Price: $349.00*
Price is last known price","349.00","High-end GPUs","Quadro 3000M:
G3D Mark score: 1,297
G2D Mark scrore: 577
","","","","True","194"
"FirePro V4900","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro V4900
Rank: 195
G3DMark: 1,295
G2DMark: 712
Num Samples: 170
Price: $144.99
","144.99","High-end GPUs","FirePro V4900:
G3D Mark score: 1,295
G2D Mark scrore: 712
","","","","True","195"
"GeForce GT 640","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 640
Rank: 196
G3DMark: 1,288
G2DMark: 632
Num Samples: 2467
Price: $59.99*
Price is last known price","59.99","High-end GPUs","GeForce GT 640:
G3D Mark score: 1,288
G2D Mark scrore: 632
","","","","True","196"
"Quadro 2000D","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 2000D
Rank: 197
G3DMark: 1,287
G2DMark: 670
Num Samples: 64
Price: $424.00*
Price is last known price","424.00","High-end GPUs","Quadro 2000D:
G3D Mark score: 1,287
G2D Mark scrore: 670
","","","","True","197"
"GeForce GTX 760A","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 760A
Rank: 198
G3DMark: 1,281
G2DMark: 781
Num Samples: 4
Price: NA
","NA","High-end GPUs","GeForce GTX 760A:
G3D Mark score: 1,281
G2D Mark scrore: 781
","","","","True","198"
"GeForce GT 545","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 545
Rank: 199
G3DMark: 1,278
G2DMark: 647
Num Samples: 184
Price: $55.59*
Price is last known price","55.59","High-end GPUs","GeForce GT 545:
G3D Mark score: 1,278
G2D Mark scrore: 647
","","","","True","199"
"FirePro 3D V8750","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V8750
Rank: 200
G3DMark: 1,267
G2DMark: 536
Num Samples: 3
Price: $1,230.99*
Price is last known price","1230.99","High-end GPUs","FirePro 3D V8750:
G3D Mark score: 1,267
G2D Mark scrore: 536
","","","","True","200"
"GeForce GTX 285","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 285
Rank: 201
G3DMark: 1,261
G2DMark: 570
Num Samples: 543
Price: $179.99*
Price is last known price","179.99","High-end GPUs","GeForce GTX 285:
G3D Mark score: 1,261
G2D Mark scrore: 570
","","","","True","201"
"Quadro K2100M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K2100M
Rank: 202
G3DMark: 1,259
G2DMark: 810
Num Samples: 223
Price: $235.00*
Price is last known price","235.00","High-end GPUs","Quadro K2100M:
G3D Mark score: 1,259
G2D Mark scrore: 810
","","","","True","202"
"Radeon HD 7660D + 6670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7660D + 6670 Dual
Rank: 203
G3DMark: 1,243
G2DMark: 522
Num Samples: 19
Price: NA
","NA","High-end GPUs","Radeon HD 7660D + 6670 Dual:
G3D Mark score: 1,243
G2D Mark scrore: 522
","","","","True","203"
"Radeon HD 7640G + HD 8750M Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7640G + HD 8750M Dual
Rank: 204
G3DMark: 1,240
G2DMark: 235
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 7640G + HD 8750M Dual:
G3D Mark score: 1,240
G2D Mark scrore: 235
","","","","True","204"
"Radeon HD 8570D + 6570 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8570D + 6570 Dual
Rank: 205
G3DMark: 1,239
G2DMark: 459
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 8570D + 6570 Dual:
G3D Mark score: 1,239
G2D Mark scrore: 459
","","","","True","205"
"Radeon HD 4870 X2","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4870 X2
Rank: 206
G3DMark: 1,239
G2DMark: 549
Num Samples: 164
Price: NA
","NA","High-end GPUs","Radeon HD 4870 X2:
G3D Mark score: 1,239
G2D Mark scrore: 549
","","","","True","206"
"Radeon HD 8570D + HD 6670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8570D + HD 6670 Dual
Rank: 207
G3DMark: 1,229
G2DMark: 555
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 8570D + HD 6670 Dual:
G3D Mark score: 1,229
G2D Mark scrore: 555
","","","","True","207"
"Radeon HD 8670D + HD 6670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8670D + HD 6670 Dual
Rank: 208
G3DMark: 1,221
G2DMark: 540
Num Samples: 5
Price: NA
","NA","High-end GPUs","Radeon HD 8670D + HD 6670 Dual:
G3D Mark score: 1,221
G2D Mark scrore: 540
","","","","True","208"
"GeForce GT 650M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 650M
Rank: 209
G3DMark: 1,220
G2DMark: 619
Num Samples: 1764
Price: NA
","NA","High-end GPUs","GeForce GT 650M:
G3D Mark score: 1,220
G2D Mark scrore: 619
","","","","True","209"
"GeForce GTX 275","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 275
Rank: 210
G3DMark: 1,217
G2DMark: 575
Num Samples: 535
Price: $109.99
","109.99","High-end GPUs","GeForce GTX 275:
G3D Mark score: 1,217
G2D Mark scrore: 575
","","","","True","210"
"FirePro M4170","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro M4170
Rank: 211
G3DMark: 1,215
G2DMark: 710
Num Samples: 3
Price: NA
","NA","High-end GPUs","FirePro M4170:
G3D Mark score: 1,215
G2D Mark scrore: 710
","","","","True","211"
"Radeon R9 M265X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 M265X
Rank: 212
G3DMark: 1,213
G2DMark: 658
Num Samples: 24
Price: NA
","NA","High-end GPUs","Radeon R9 M265X:
G3D Mark score: 1,213
G2D Mark scrore: 658
","","","","True","212"
"Radeon HD 4800 Serisi","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4800 Serisi
Rank: 213
G3DMark: 1,211
G2DMark: 391
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 4800 Serisi:
G3D Mark score: 1,211
G2D Mark scrore: 391
","","","","True","213"
"GeForce GTX 280","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 280
Rank: 214
G3DMark: 1,198
G2DMark: 565
Num Samples: 329
Price: $119.99*
Price is last known price","119.99","High-end GPUs","GeForce GTX 280:
G3D Mark score: 1,198
G2D Mark scrore: 565
","","","","True","214"
"Intel Iris Pro 5200","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Intel Iris Pro 5200
Rank: 215
G3DMark: 1,178
G2DMark: 743
Num Samples: 189
Price: NA
","NA","High-end GPUs","Intel Iris Pro 5200:
G3D Mark score: 1,178
G2D Mark scrore: 743
","","","","True","215"
"Mobility Radeon HD 5870","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Mobility Radeon HD 5870
Rank: 216
G3DMark: 1,178
G2DMark: 424
Num Samples: 450
Price: NA
","NA","High-end GPUs","Mobility Radeon HD 5870:
G3D Mark score: 1,178
G2D Mark scrore: 424
","","","","True","216"
"Quadro 2000 D","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 2000 D
Rank: 217
G3DMark: 1,167
G2DMark: 661
Num Samples: 10
Price: NA
","NA","High-end GPUs","Quadro 2000 D:
G3D Mark score: 1,167
G2D Mark scrore: 661
","","","","True","217"
"Radeon HD 7670","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7670
Rank: 218
G3DMark: 1,165
G2DMark: 640
Num Samples: 44
Price: NA
","NA","High-end GPUs","Radeon HD 7670:
G3D Mark score: 1,165
G2D Mark scrore: 640
","","","","True","218"
"FireStream 9250","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FireStream 9250
Rank: 219
G3DMark: 1,164
G2DMark: 465
Num Samples: 2
Price: NA
","NA","High-end GPUs","FireStream 9250:
G3D Mark score: 1,164
G2D Mark scrore: 465
","","","","True","219"
"Intel HD 530","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Intel HD 530
Rank: 220
G3DMark: 1,152
G2DMark: 798
Num Samples: 125
Price: NA
","NA","High-end GPUs","Intel HD 530:
G3D Mark score: 1,152
G2D Mark scrore: 798
","","","","True","220"
"Quadro K2200M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K2200M
Rank: 221
G3DMark: 1,146
G2DMark: 874
Num Samples: 9
Price: NA
","NA","High-end GPUs","Quadro K2200M:
G3D Mark score: 1,146
G2D Mark scrore: 874
","","","","True","221"
"GeForce GT 745A","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 745A
Rank: 222
G3DMark: 1,146
G2DMark: 796
Num Samples: 4
Price: NA
","NA","High-end GPUs","GeForce GT 745A:
G3D Mark score: 1,146
G2D Mark scrore: 796
","","","","True","222"
"Radeon R7 M260X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 M260X
Rank: 223
G3DMark: 1,145
G2DMark: 646
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon R7 M260X:
G3D Mark score: 1,145
G2D Mark scrore: 646
","","","","True","223"
"Radeon HD 7750M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7750M
Rank: 224
G3DMark: 1,144
G2DMark: 695
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 7750M:
G3D Mark score: 1,144
G2D Mark scrore: 695
","","","","True","224"
"FirePro W4170M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W4170M
Rank: 225
G3DMark: 1,135
G2DMark: 841
Num Samples: 5
Price: NA
","NA","High-end GPUs","FirePro W4170M:
G3D Mark score: 1,135
G2D Mark scrore: 841
","","","","True","225"
"Radeon HD 7560D + 6670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7560D + 6670 Dual
Rank: 226
G3DMark: 1,130
G2DMark: 500
Num Samples: 7
Price: NA
","NA","High-end GPUs","Radeon HD 7560D + 6670 Dual:
G3D Mark score: 1,130
G2D Mark scrore: 500
","","","","True","226"
"Radeon R9 M275","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 M275
Rank: 227
G3DMark: 1,130
G2DMark: 537
Num Samples: 13
Price: $699.79
","699.79","High-end GPUs","Radeon R9 M275:
G3D Mark score: 1,130
G2D Mark scrore: 537
","","","","True","227"
"Radeon HD 4850 X2","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4850 X2
Rank: 228
G3DMark: 1,128
G2DMark: 572
Num Samples: 31
Price: NA
","NA","High-end GPUs","Radeon HD 4850 X2:
G3D Mark score: 1,128
G2D Mark scrore: 572
","","","","True","228"
"GeForce GTX 260","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 260
Rank: 229
G3DMark: 1,116
G2DMark: 534
Num Samples: 1914
Price: $95.38*
Price is last known price","95.38","High-end GPUs","GeForce GTX 260:
G3D Mark score: 1,116
G2D Mark scrore: 534
","","","","True","229"
"Radeon HD 7660D + 6570 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7660D + 6570 Dual
Rank: 230
G3DMark: 1,100
G2DMark: 551
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 7660D + 6570 Dual:
G3D Mark score: 1,100
G2D Mark scrore: 551
","","","","True","230"
"Quadro FX 5800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro FX 5800
Rank: 231
G3DMark: 1,097
G2DMark: 558
Num Samples: 58
Price: $499.99*
Price is last known price","499.99","High-end GPUs","Quadro FX 5800:
G3D Mark score: 1,097
G2D Mark scrore: 558
","","","","True","231"
"FirePro 3D V8700","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V8700
Rank: 232
G3DMark: 1,093
G2DMark: 522
Num Samples: 19
Price: $199.99*
Price is last known price","199.99","High-end GPUs","FirePro 3D V8700:
G3D Mark score: 1,093
G2D Mark scrore: 522
","","","","True","232"
"FirePro 3D V4800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V4800
Rank: 233
G3DMark: 1,091
G2DMark: 575
Num Samples: 151
Price: $159.99*
Price is last known price","159.99","High-end GPUs","FirePro 3D V4800:
G3D Mark score: 1,091
G2D Mark scrore: 575
","","","","True","233"
"Quadro K2000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K2000M
Rank: 234
G3DMark: 1,084
G2DMark: 703
Num Samples: 199
Price: NA
","NA","High-end GPUs","Quadro K2000M:
G3D Mark score: 1,084
G2D Mark scrore: 703
","","","","True","234"
"Radeon HD 8850M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8850M
Rank: 235
G3DMark: 1,076
G2DMark: 585
Num Samples: 4
Price: NA
","NA","High-end GPUs","Radeon HD 8850M:
G3D Mark score: 1,076
G2D Mark scrore: 585
","","","","True","235"
"Quadro 2000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 2000M
Rank: 236
G3DMark: 1,075
G2DMark: 575
Num Samples: 208
Price: $199.95*
Price is last known price","199.95","High-end GPUs","Quadro 2000M:
G3D Mark score: 1,075
G2D Mark scrore: 575
","","","","True","236"
"Radeon HD 5670","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5670
Rank: 237
G3DMark: 1,062
G2DMark: 481
Num Samples: 1868
Price: $47.84*
Price is last known price","47.84","High-end GPUs","Radeon HD 5670:
G3D Mark score: 1,062
G2D Mark scrore: 481
","","","","True","237"
"Radeon HD 4770","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4770
Rank: 238
G3DMark: 1,061
G2DMark: 492
Num Samples: 264
Price: NA
","NA","High-end GPUs","Radeon HD 4770:
G3D Mark score: 1,061
G2D Mark scrore: 492
","","","","True","238"
"Radeon HD 7520G + 7700M Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7520G + 7700M Dual
Rank: 239
G3DMark: 1,060
G2DMark: 331
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 7520G + 7700M Dual:
G3D Mark score: 1,060
G2D Mark scrore: 331
","","","","True","239"
"Radeon HD 7670A","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7670A
Rank: 240
G3DMark: 1,051
G2DMark: 717
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 7670A:
G3D Mark score: 1,051
G2D Mark scrore: 717
","","","","True","240"
"Radeon HD 6670","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6670
Rank: 241
G3DMark: 1,051
G2DMark: 502
Num Samples: 3256
Price: $74.99
","74.99","High-end GPUs","Radeon HD 6670:
G3D Mark score: 1,051
G2D Mark scrore: 502
","","","","True","241"
"Radeon HD 8500M/8700M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8500M/8700M
Rank: 242
G3DMark: 1,050
G2DMark: 606
Num Samples: 6
Price: NA
","NA","High-end GPUs","Radeon HD 8500M/8700M:
G3D Mark score: 1,050
G2D Mark scrore: 606
","","","","True","242"
"Firepro M4100","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Firepro M4100
Rank: 243
G3DMark: 1,049
G2DMark: 647
Num Samples: 11
Price: NA
","NA","High-end GPUs","Firepro M4100:
G3D Mark score: 1,049
G2D Mark scrore: 647
","","","","True","243"
"GeForce GT 445M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 445M
Rank: 244
G3DMark: 1,048
G2DMark: 396
Num Samples: 48
Price: NA
","NA","High-end GPUs","GeForce GT 445M:
G3D Mark score: 1,048
G2D Mark scrore: 396
","","","","True","244"
"Radeon R7 A10-7870K Radeon R7, 12 Compute Cores 4C","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 A10-7870K Radeon R7, 12 Compute Cores 4C
Rank: 245
G3DMark: 1,040
G2DMark: 452
Num Samples: 69
Price: NA
","NA","High-end GPUs","Radeon R7 A10-7870K Radeon R7, 12 Compute Cores 4C:
G3D Mark score: 1,040
G2D Mark scrore: 452
","","","","True","245"
"GeForce GTX 295","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 295
Rank: 246
G3DMark: 1,035
G2DMark: 581
Num Samples: 337
Price: $139.99
","139.99","High-end GPUs","GeForce GTX 295:
G3D Mark score: 1,035
G2D Mark scrore: 581
","","","","True","246"
"Radeon HD 4850","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4850
Rank: 247
G3DMark: 1,033
G2DMark: 475
Num Samples: 1828
Price: $89.99*
Price is last known price","89.99","High-end GPUs","Radeon HD 4850:
G3D Mark score: 1,033
G2D Mark scrore: 475
","","","","True","247"
"Radeon HD7570","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD7570
Rank: 248
G3DMark: 1,028
G2DMark: 356
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD7570:
G3D Mark score: 1,028
G2D Mark scrore: 356
","","","","True","248"
"Radeon HD 8670D + R7 240 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8670D + R7 240 Dual
Rank: 249
G3DMark: 1,027
G2DMark: 515
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 8670D + R7 240 Dual:
G3D Mark score: 1,027
G2D Mark scrore: 515
","","","","True","249"
"Radeon HD 7660D + 7670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7660D + 7670 Dual
Rank: 250
G3DMark: 1,024
G2DMark: 506
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 7660D + 7670 Dual:
G3D Mark score: 1,024
G2D Mark scrore: 506
","","","","True","250"
"Quadro CX","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro CX
Rank: 251
G3DMark: 1,013
G2DMark: 421
Num Samples: 2
Price: $149.95*
Price is last known price","149.95","High-end GPUs","Quadro CX:
G3D Mark score: 1,013
G2D Mark scrore: 421
","","","","True","251"
"Radeon HD 8600/8700M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8600/8700M
Rank: 252
G3DMark: 1,013
G2DMark: 540
Num Samples: 26
Price: NA
","NA","High-end GPUs","Radeon HD 8600/8700M:
G3D Mark score: 1,013
G2D Mark scrore: 540
","","","","True","252"
"Radeon R7 + R7 240 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 + R7 240 Dual
Rank: 253
G3DMark: 1,007
G2DMark: 302
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon R7 + R7 240 Dual:
G3D Mark score: 1,007
G2D Mark scrore: 302
","","","","True","253"
"Radeon HD 8570D + R7 200 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8570D + R7 200 Dual
Rank: 254
G3DMark: 1,000
G2DMark: 415
Num Samples: 4
Price: NA
","NA","High-end GPUs","Radeon HD 8570D + R7 200 Dual:
G3D Mark score: 1,000
G2D Mark scrore: 415
","","","","True","254"
"Radeon R7 A10-7850K","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 A10-7850K
Rank: 255
G3DMark: 999
G2DMark: 483
Num Samples: 268
Price: NA
","NA","High-end GPUs","Radeon R7 A10-7850K:
G3D Mark score: 999
G2D Mark scrore: 483
","","","","True","255"
"Radeon HD 7690M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7690M
Rank: 256
G3DMark: 995
G2DMark: 583
Num Samples: 14
Price: NA
","NA","High-end GPUs","Radeon HD 7690M:
G3D Mark score: 995
G2D Mark scrore: 583
","","","","True","256"
"Radeon HD 7730M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7730M
Rank: 257
G3DMark: 995
G2DMark: 615
Num Samples: 5
Price: NA
","NA","High-end GPUs","Radeon HD 7730M:
G3D Mark score: 995
G2D Mark scrore: 615
","","","","True","257"
"Quadro FX 4800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro FX 4800
Rank: 258
G3DMark: 991
G2DMark: 537
Num Samples: 210
Price: $87.27
","87.27","High-end GPUs","Quadro FX 4800:
G3D Mark score: 991
G2D Mark scrore: 537
","","","","True","258"
"Radeon HD 5600/5700","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5600/5700
Rank: 259
G3DMark: 990
G2DMark: 467
Num Samples: 44
Price: NA
","NA","High-end GPUs","Radeon HD 5600/5700:
G3D Mark score: 990
G2D Mark scrore: 467
","","","","True","259"
"Radeon HD 6770M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6770M
Rank: 260
G3DMark: 986
G2DMark: 576
Num Samples: 8
Price: NA
","NA","High-end GPUs","Radeon HD 6770M:
G3D Mark score: 986
G2D Mark scrore: 576
","","","","True","260"
"GeForce 845M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce 845M
Rank: 261
G3DMark: 984
G2DMark: 621
Num Samples: 24
Price: NA
","NA","High-end GPUs","GeForce 845M:
G3D Mark score: 984
G2D Mark scrore: 621
","","","","True","261"
"Radeon HD 7560D + 7560D Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7560D + 7560D Dual
Rank: 262
G3DMark: 982
G2DMark: 420
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon HD 7560D + 7560D Dual:
G3D Mark score: 982
G2D Mark scrore: 420
","","","","True","262"
"Radeon HD 7570","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7570
Rank: 263
G3DMark: 979
G2DMark: 737
Num Samples: 393
Price: NA
","NA","High-end GPUs","Radeon HD 7570:
G3D Mark score: 979
G2D Mark scrore: 737
","","","","True","263"
"GeForce GT 745M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 745M
Rank: 264
G3DMark: 978
G2DMark: 626
Num Samples: 234
Price: NA
","NA","High-end GPUs","GeForce GT 745M:
G3D Mark score: 978
G2D Mark scrore: 626
","","","","True","264"
"Radeon HD 6800M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6800M
Rank: 265
G3DMark: 974
G2DMark: 498
Num Samples: 136
Price: NA
","NA","High-end GPUs","Radeon HD 6800M:
G3D Mark score: 974
G2D Mark scrore: 498
","","","","True","265"
